year,genus,species,weight,plot_type
1980,Dipodomys,merriami,49,Spectab exclosure
1980,Dipodomys,ordii,50,Control
1980,Dipodomys,merriami,44,Control
1980,Dipodomys,ordii,57,Control
1980,Dipodomys,merriami,44,Short-term Krat Exclosure
1980,Dipodomys,merriami,49,Short-term Krat Exclosure
1980,Dipodomys,merriami,52,Control
1980,Dipodomys,merriami,43,Short-term Krat Exclosure
1980,Dipodomys,ordii,44,Spectab exclosure
1980,Dipodomys,spectabilis,147,Control
1980,Dipodomys,merriami,37,Long-term Krat Exclosure
1980,Dipodomys,merriami,43,Control
1980,Dipodomys,spectabilis,132,Control
1980,Dipodomys,merriami,48,Rodent Exclosure
1980,Dipodomys,merriami,42,Control
1980,Dipodomys,merriami,42,Short-term Krat Exclosure
1980,Dipodomys,merriami,51,Control
1980,Dipodomys,spectabilis,135,Control
1980,Dipodomys,merriami,46,Rodent Exclosure
1980,Dipodomys,spectabilis,114,Spectab exclosure
1980,Dipodomys,spectabilis,118,Short-term Krat Exclosure
1980,Dipodomys,merriami,42,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,147,Control
1980,Dipodomys,merriami,46,Spectab exclosure
1980,Dipodomys,merriami,47,Control
1980,Dipodomys,spectabilis,147,Control
1980,Dipodomys,merriami,52,Control
1980,Dipodomys,merriami,46,Short-term Krat Exclosure
1980,Dipodomys,merriami,46,Control
1980,Dipodomys,merriami,47,Rodent Exclosure
1980,Dipodomys,merriami,53,Rodent Exclosure
1980,Dipodomys,merriami,45,Control
1980,Dipodomys,merriami,48,Spectab exclosure
1980,Dipodomys,ordii,NA,Control
1980,Dipodomys,merriami,43,Short-term Krat Exclosure
1980,Dipodomys,merriami,52,Control
1980,Dipodomys,merriami,51,Short-term Krat Exclosure
1980,Dipodomys,merriami,42,Control
1980,Dipodomys,merriami,42,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,131,Control
1980,Dipodomys,ordii,56,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,85,Control
1980,Dipodomys,merriami,41,Control
1980,Dipodomys,spectabilis,89,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,160,Spectab exclosure
1980,Dipodomys,spectabilis,131,Control
1980,Dipodomys,spectabilis,134,Short-term Krat Exclosure
1980,Dipodomys,merriami,45,Control
1980,Dipodomys,merriami,50,Short-term Krat Exclosure
1980,Dipodomys,merriami,45,Control
1980,Dipodomys,ordii,NA,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,104,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,110,Spectab exclosure
1980,Dipodomys,merriami,49,Control
1980,Dipodomys,merriami,56,Control
1980,Dipodomys,merriami,50,Short-term Krat Exclosure
1980,Dipodomys,merriami,43,Control
1980,Dipodomys,merriami,46,Spectab exclosure
1980,Dipodomys,sp.,NA,Control
1980,Dipodomys,merriami,27,Control
1980,Dipodomys,merriami,47,Short-term Krat Exclosure
1980,Dipodomys,ordii,55,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,82,Control
1980,Dipodomys,merriami,NA,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,114,Control
1980,Dipodomys,merriami,50,Control
1980,Dipodomys,merriami,43,Short-term Krat Exclosure
1980,Dipodomys,merriami,44,Spectab exclosure
1980,Dipodomys,ordii,51,Short-term Krat Exclosure
1980,Dipodomys,merriami,43,Control
1980,Dipodomys,ordii,39,Short-term Krat Exclosure
1980,Dipodomys,merriami,42,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,141,Control
1980,Dipodomys,merriami,43,Rodent Exclosure
1980,Dipodomys,merriami,40,Short-term Krat Exclosure
1980,Dipodomys,merriami,44,Rodent Exclosure
1980,Dipodomys,spectabilis,104,Short-term Krat Exclosure
1980,Dipodomys,merriami,42,Spectab exclosure
1980,Dipodomys,merriami,29,Control
1980,Dipodomys,merriami,45,Spectab exclosure
1980,Dipodomys,merriami,45,Control
1980,Dipodomys,merriami,44,Rodent Exclosure
1980,Dipodomys,merriami,44,Spectab exclosure
1980,Dipodomys,ordii,45,Short-term Krat Exclosure
1980,Dipodomys,merriami,39,Rodent Exclosure
1980,Dipodomys,spectabilis,134,Control
1980,Dipodomys,merriami,48,Control
1980,Dipodomys,merriami,47,Spectab exclosure
1980,Dipodomys,merriami,51,Control
1980,Dipodomys,merriami,44,Control
1980,Dipodomys,merriami,45,Control
1980,Dipodomys,spectabilis,160,Control
1980,Dipodomys,spectabilis,61,Spectab exclosure
1980,Dipodomys,spectabilis,91,Spectab exclosure
1980,Dipodomys,spectabilis,165,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,92,Spectab exclosure
1980,Dipodomys,spectabilis,134,Control
1980,Dipodomys,merriami,45,Control
1980,Dipodomys,ordii,51,Control
1980,Dipodomys,spectabilis,113,Spectab exclosure
1980,Dipodomys,spectabilis,113,Short-term Krat Exclosure
1980,Dipodomys,merriami,53,Control
1980,Dipodomys,spectabilis,65,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,117,Spectab exclosure
1980,Dipodomys,spectabilis,144,Control
1980,Dipodomys,merriami,50,Control
1980,Dipodomys,merriami,51,Control
1980,Dipodomys,merriami,54,Control
1980,Dipodomys,merriami,44,Control
1980,Dipodomys,merriami,59,Control
1980,Dipodomys,merriami,47,Short-term Krat Exclosure
1980,Dipodomys,merriami,49,Rodent Exclosure
1980,Dipodomys,spectabilis,97,Control
1980,Dipodomys,spectabilis,184,Short-term Krat Exclosure
1980,Dipodomys,merriami,49,Control
1980,Dipodomys,spectabilis,80,Rodent Exclosure
1980,Dipodomys,spectabilis,131,Control
1980,Dipodomys,merriami,42,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,127,Rodent Exclosure
1980,Dipodomys,spectabilis,133,Control
1980,Dipodomys,spectabilis,138,Short-term Krat Exclosure
1980,Dipodomys,merriami,49,Rodent Exclosure
1980,Dipodomys,spectabilis,81,Control
1980,Dipodomys,spectabilis,90,Short-term Krat Exclosure
1980,Dipodomys,merriami,45,Long-term Krat Exclosure
1980,Dipodomys,merriami,44,Control
1980,Dipodomys,spectabilis,82,Control
1980,Dipodomys,spectabilis,78,Control
1980,Dipodomys,merriami,50,Rodent Exclosure
1980,Dipodomys,merriami,44,Control
1980,Dipodomys,merriami,45,Short-term Krat Exclosure
1980,Dipodomys,merriami,51,Rodent Exclosure
1980,Dipodomys,merriami,23,Control
1980,Dipodomys,spectabilis,135,Control
1980,Dipodomys,spectabilis,155,Short-term Krat Exclosure
1980,Dipodomys,merriami,19,Spectab exclosure
1980,Dipodomys,spectabilis,132,Control
1980,Dipodomys,spectabilis,145,Spectab exclosure
1980,Dipodomys,merriami,43,Control
1980,Dipodomys,spectabilis,114,Spectab exclosure
1980,Dipodomys,spectabilis,95,Control
1980,Dipodomys,spectabilis,130,Control
1980,Dipodomys,merriami,49,Control
1980,Dipodomys,ordii,30,Control
1980,Dipodomys,spectabilis,143,Spectab exclosure
1980,Dipodomys,merriami,43,Control
1980,Dipodomys,merriami,55,Control
1980,Dipodomys,spectabilis,140,Control
1980,Dipodomys,ordii,49,Control
1980,Dipodomys,spectabilis,122,Spectab exclosure
1980,Dipodomys,spectabilis,108,Spectab exclosure
1980,Dipodomys,spectabilis,92,Control
1980,Dipodomys,merriami,48,Spectab exclosure
1980,Dipodomys,spectabilis,125,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,104,Spectab exclosure
1980,Dipodomys,merriami,51,Spectab exclosure
1980,Dipodomys,merriami,43,Control
1980,Dipodomys,merriami,49,Control
1980,Dipodomys,spectabilis,141,Short-term Krat Exclosure
1980,Dipodomys,merriami,48,Rodent Exclosure
1980,Dipodomys,spectabilis,131,Control
1980,Dipodomys,spectabilis,74,Short-term Krat Exclosure
1980,Dipodomys,merriami,50,Rodent Exclosure
1980,Dipodomys,merriami,44,Short-term Krat Exclosure
1980,Dipodomys,merriami,51,Control
1980,Dipodomys,spectabilis,146,Short-term Krat Exclosure
1980,Dipodomys,merriami,43,Rodent Exclosure
1980,Dipodomys,spectabilis,160,Rodent Exclosure
1980,Dipodomys,spectabilis,135,Short-term Krat Exclosure
1980,Dipodomys,merriami,20,Rodent Exclosure
1980,Dipodomys,spectabilis,88,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,102,Control
1980,Dipodomys,spectabilis,115,Control
1980,Dipodomys,merriami,53,Control
1980,Dipodomys,merriami,48,Control
1980,Dipodomys,merriami,43,Control
1980,Dipodomys,merriami,45,Control
1980,Dipodomys,spectabilis,92,Control
1980,Dipodomys,spectabilis,160,Control
1980,Dipodomys,spectabilis,104,Short-term Krat Exclosure
1980,Dipodomys,merriami,46,Short-term Krat Exclosure
1980,Dipodomys,merriami,43,Rodent Exclosure
1980,Dipodomys,merriami,44,Spectab exclosure
1980,Dipodomys,merriami,34,Control
1980,Dipodomys,spectabilis,130,Rodent Exclosure
1980,Dipodomys,merriami,43,Control
1980,Dipodomys,spectabilis,105,Control
1980,Dipodomys,merriami,49,Rodent Exclosure
1980,Dipodomys,ordii,51,Control
1980,Dipodomys,spectabilis,108,Control
1980,Dipodomys,spectabilis,45,Control
1980,Dipodomys,spectabilis,154,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,133,Control
1980,Dipodomys,merriami,41,Rodent Exclosure
1980,Dipodomys,spectabilis,148,Spectab exclosure
1980,Dipodomys,spectabilis,127,Spectab exclosure
1980,Dipodomys,spectabilis,144,Spectab exclosure
1980,Dipodomys,spectabilis,140,Control
1980,Dipodomys,merriami,40,Control
1980,Dipodomys,spectabilis,78,Control
1980,Dipodomys,spectabilis,104,Control
1980,Dipodomys,spectabilis,72,Spectab exclosure
1980,Dipodomys,spectabilis,142,Control
1980,Dipodomys,merriami,53,Control
1980,Dipodomys,spectabilis,113,Spectab exclosure
1980,Dipodomys,spectabilis,73,Spectab exclosure
1980,Dipodomys,spectabilis,120,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,102,Spectab exclosure
1980,Dipodomys,merriami,29,Control
1980,Dipodomys,spectabilis,138,Spectab exclosure
1980,Dipodomys,ordii,53,Control
1980,Dipodomys,merriami,27,Rodent Exclosure
1980,Dipodomys,spectabilis,78,Short-term Krat Exclosure
1980,Dipodomys,merriami,30,Rodent Exclosure
1980,Dipodomys,merriami,31,Control
1980,Dipodomys,spectabilis,97,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,84,Short-term Krat Exclosure
1980,Dipodomys,merriami,45,Rodent Exclosure
1980,Dipodomys,spectabilis,68,Short-term Krat Exclosure
1980,Dipodomys,merriami,49,Control
1980,Dipodomys,spectabilis,154,Short-term Krat Exclosure
1980,Dipodomys,merriami,48,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,104,Control
1980,Dipodomys,merriami,43,Short-term Krat Exclosure
1980,Dipodomys,merriami,43,Control
1980,Dipodomys,spectabilis,72,Short-term Krat Exclosure
1980,Dipodomys,merriami,30,Rodent Exclosure
1980,Dipodomys,spectabilis,79,Rodent Exclosure
1980,Dipodomys,spectabilis,133,Control
1980,Dipodomys,merriami,56,Control
1980,Dipodomys,spectabilis,138,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,99,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,134,Control
1980,Dipodomys,spectabilis,102,Control
1980,Dipodomys,spectabilis,134,Short-term Krat Exclosure
1980,Dipodomys,merriami,43,Control
1980,Dipodomys,merriami,48,Control
1980,Dipodomys,merriami,47,Short-term Krat Exclosure
1980,Dipodomys,ordii,43,Control
1980,Dipodomys,spectabilis,86,Control
1980,Dipodomys,spectabilis,105,Control
1980,Dipodomys,merriami,45,Rodent Exclosure
1980,Dipodomys,spectabilis,123,Control
1980,Dipodomys,merriami,50,Rodent Exclosure
1980,Dipodomys,spectabilis,135,Spectab exclosure
1980,Dipodomys,spectabilis,142,Spectab exclosure
1980,Dipodomys,merriami,54,Spectab exclosure
1980,Dipodomys,ordii,54,Spectab exclosure
1980,Dipodomys,spectabilis,153,Control
1980,Dipodomys,spectabilis,105,Control
1980,Dipodomys,spectabilis,149,Control
1980,Dipodomys,spectabilis,115,Long-term Krat Exclosure
1980,Dipodomys,spectabilis,78,Long-term Krat Exclosure
1980,Dipodomys,merriami,43,Long-term Krat Exclosure
1980,Dipodomys,spectabilis,NA,Long-term Krat Exclosure
1980,Dipodomys,spectabilis,123,Long-term Krat Exclosure
1980,Dipodomys,spectabilis,125,Long-term Krat Exclosure
1980,Dipodomys,spectabilis,91,Long-term Krat Exclosure
1980,Dipodomys,spectabilis,95,Control
1980,Dipodomys,spectabilis,88,Control
1980,Dipodomys,spectabilis,53,Control
1980,Dipodomys,spectabilis,103,Control
1980,Dipodomys,spectabilis,54,Control
1980,Dipodomys,merriami,41,Control
1980,Dipodomys,merriami,49,Control
1980,Dipodomys,spectabilis,122,Rodent Exclosure
1980,Dipodomys,merriami,43,Rodent Exclosure
1980,Dipodomys,spectabilis,105,Rodent Exclosure
1980,Dipodomys,spectabilis,112,Rodent Exclosure
1980,Dipodomys,spectabilis,130,Rodent Exclosure
1980,Dipodomys,merriami,44,Rodent Exclosure
1980,Dipodomys,merriami,45,Control
1980,Dipodomys,spectabilis,102,Control
1980,Dipodomys,merriami,46,Control
1980,Dipodomys,merriami,46,Rodent Exclosure
1980,Dipodomys,merriami,53,Rodent Exclosure
1980,Dipodomys,spectabilis,126,Rodent Exclosure
1980,Dipodomys,spectabilis,122,Spectab exclosure
1980,Dipodomys,merriami,51,Spectab exclosure
1980,Dipodomys,spectabilis,69,Spectab exclosure
1980,Dipodomys,merriami,41,Control
1980,Dipodomys,spectabilis,151,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,109,Control
1980,Dipodomys,spectabilis,93,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,82,Short-term Krat Exclosure
1980,Dipodomys,ordii,56,Control
1980,Dipodomys,merriami,45,Rodent Exclosure
1980,Dipodomys,merriami,46,Control
1980,Dipodomys,ordii,26,Control
1980,Dipodomys,merriami,48,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,109,Control
1980,Dipodomys,spectabilis,103,Control
1980,Dipodomys,spectabilis,136,Short-term Krat Exclosure
1980,Dipodomys,ordii,51,Control
1980,Dipodomys,spectabilis,101,Spectab exclosure
1980,Dipodomys,spectabilis,54,Control
1980,Dipodomys,spectabilis,133,Control
1980,Dipodomys,ordii,58,Control
1980,Dipodomys,spectabilis,141,Control
1980,Dipodomys,spectabilis,144,Control
1980,Dipodomys,spectabilis,123,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,118,Spectab exclosure
1980,Dipodomys,spectabilis,80,Spectab exclosure
1980,Dipodomys,ordii,49,Control
1980,Dipodomys,merriami,37,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,97,Spectab exclosure
1980,Dipodomys,spectabilis,102,Control
1980,Dipodomys,spectabilis,105,Short-term Krat Exclosure
1980,Dipodomys,ordii,44,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,NA,Control
1980,Dipodomys,merriami,40,Control
1980,Dipodomys,spectabilis,90,Control
1980,Dipodomys,merriami,52,Rodent Exclosure
1980,Dipodomys,merriami,31,Control
1980,Dipodomys,spectabilis,132,Control
1980,Dipodomys,merriami,48,Control
1980,Dipodomys,spectabilis,77,Control
1980,Dipodomys,merriami,38,Control
1980,Dipodomys,spectabilis,135,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,124,Control
1980,Dipodomys,merriami,39,Control
1980,Dipodomys,merriami,42,Control
1980,Dipodomys,spectabilis,96,Control
1980,Dipodomys,merriami,43,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,124,Control
1980,Dipodomys,spectabilis,106,Control
1980,Dipodomys,merriami,29,Control
1980,Dipodomys,spectabilis,111,Short-term Krat Exclosure
1980,Dipodomys,merriami,53,Control
1980,Dipodomys,merriami,28,Short-term Krat Exclosure
1980,Dipodomys,merriami,25,Control
1980,Dipodomys,merriami,20,Rodent Exclosure
1980,Dipodomys,spectabilis,106,Control
1980,Dipodomys,spectabilis,111,Control
1980,Dipodomys,merriami,NA,Control
1980,Dipodomys,merriami,42,Control
1980,Dipodomys,spectabilis,131,Spectab exclosure
1980,Dipodomys,merriami,40,Control
1980,Dipodomys,spectabilis,NA,Spectab exclosure
1980,Dipodomys,merriami,45,Control
1980,Dipodomys,spectabilis,90,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,113,Control
1980,Dipodomys,ordii,24,Control
1980,Dipodomys,spectabilis,104,Control
1980,Dipodomys,merriami,47,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,135,Control
1980,Dipodomys,spectabilis,143,Control
1980,Dipodomys,spectabilis,143,Control
1980,Dipodomys,spectabilis,93,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,108,Control
1980,Dipodomys,merriami,41,Rodent Exclosure
1980,Dipodomys,ordii,34,Control
1980,Dipodomys,ordii,49,Control
1980,Dipodomys,ordii,47,Control
1980,Dipodomys,spectabilis,122,Control
1980,Dipodomys,ordii,47,Control
1980,Dipodomys,spectabilis,71,Control
1980,Dipodomys,ordii,44,Short-term Krat Exclosure
1980,Dipodomys,merriami,42,Control
1980,Dipodomys,merriami,54,Control
1980,Dipodomys,merriami,43,Rodent Exclosure
1980,Dipodomys,merriami,48,Control
1980,Dipodomys,spectabilis,134,Control
1980,Dipodomys,spectabilis,95,Control
1980,Dipodomys,merriami,32,Short-term Krat Exclosure
1980,Dipodomys,merriami,46,Control
1980,Dipodomys,merriami,50,Control
1980,Dipodomys,spectabilis,136,Control
1980,Dipodomys,merriami,29,Control
1980,Dipodomys,spectabilis,128,Control
1980,Dipodomys,spectabilis,114,Control
1980,Dipodomys,spectabilis,92,Control
1980,Dipodomys,merriami,45,Control
1980,Dipodomys,merriami,19,Control
1980,Dipodomys,merriami,43,Control
1980,Dipodomys,merriami,43,Rodent Exclosure
1980,Dipodomys,ordii,39,Control
1980,Dipodomys,merriami,46,Control
1980,Dipodomys,spectabilis,121,Control
1980,Dipodomys,ordii,32,Control
1980,Dipodomys,spectabilis,140,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,99,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,134,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,115,Control
1980,Dipodomys,spectabilis,118,Control
1980,Dipodomys,ordii,46,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,134,Control
1980,Dipodomys,spectabilis,102,Control
1980,Dipodomys,ordii,51,Control
1980,Dipodomys,merriami,43,Rodent Exclosure
1980,Dipodomys,spectabilis,149,Control
1980,Dipodomys,spectabilis,113,Control
1980,Dipodomys,merriami,29,Control
1980,Dipodomys,merriami,55,Control
1980,Dipodomys,merriami,50,Control
1980,Dipodomys,spectabilis,137,Control
1980,Dipodomys,merriami,44,Control
1980,Dipodomys,spectabilis,131,Spectab exclosure
1980,Dipodomys,merriami,53,Spectab exclosure
1980,Dipodomys,spectabilis,138,Control
1980,Dipodomys,merriami,35,Control
1980,Dipodomys,merriami,41,Control
1980,Dipodomys,merriami,42,Control
1980,Dipodomys,merriami,42,Control
1980,Dipodomys,spectabilis,143,Spectab exclosure
1980,Dipodomys,merriami,42,Rodent Exclosure
1980,Dipodomys,spectabilis,136,Control
1980,Dipodomys,merriami,28,Control
1980,Dipodomys,spectabilis,120,Control
1980,Dipodomys,spectabilis,111,Control
1980,Dipodomys,merriami,45,Control
1980,Dipodomys,merriami,48,Rodent Exclosure
1980,Dipodomys,merriami,NA,Short-term Krat Exclosure
1980,Dipodomys,merriami,54,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,115,Short-term Krat Exclosure
1980,Dipodomys,merriami,34,Control
1980,Dipodomys,merriami,35,Control
1980,Dipodomys,merriami,51,Control
1980,Dipodomys,spectabilis,131,Control
1980,Dipodomys,spectabilis,108,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,124,Control
1980,Dipodomys,spectabilis,111,Control
1980,Dipodomys,spectabilis,114,Spectab exclosure
1980,Dipodomys,spectabilis,120,Control
1980,Dipodomys,spectabilis,150,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,145,Control
1980,Dipodomys,spectabilis,124,Spectab exclosure
1980,Dipodomys,spectabilis,122,Control
1980,Dipodomys,merriami,33,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,134,Control
1980,Dipodomys,merriami,49,Short-term Krat Exclosure
1980,Dipodomys,ordii,52,Control
1980,Dipodomys,spectabilis,118,Control
1980,Dipodomys,spectabilis,110,Spectab exclosure
1980,Dipodomys,merriami,41,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,141,Control
1980,Dipodomys,merriami,52,Rodent Exclosure
1980,Dipodomys,merriami,45,Control
1980,Dipodomys,spectabilis,139,Control
1980,Dipodomys,merriami,55,Control
1980,Dipodomys,merriami,47,Spectab exclosure
1980,Dipodomys,merriami,55,Control
1980,Dipodomys,spectabilis,138,Spectab exclosure
1980,Dipodomys,spectabilis,109,Control
1980,Dipodomys,merriami,44,Short-term Krat Exclosure
1980,Dipodomys,merriami,51,Control
1980,Dipodomys,merriami,39,Control
1980,Dipodomys,spectabilis,130,Control
1980,Dipodomys,spectabilis,129,Control
1980,Dipodomys,merriami,47,Control
1980,Dipodomys,spectabilis,144,Spectab exclosure
1980,Dipodomys,spectabilis,119,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,128,Control
1980,Dipodomys,spectabilis,151,Short-term Krat Exclosure
1980,Dipodomys,merriami,38,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,128,Control
1980,Dipodomys,merriami,43,Rodent Exclosure
1980,Dipodomys,merriami,39,Control
1980,Dipodomys,spectabilis,149,Control
1980,Dipodomys,merriami,52,Rodent Exclosure
1980,Dipodomys,spectabilis,124,Control
1980,Dipodomys,merriami,39,Short-term Krat Exclosure
1980,Dipodomys,merriami,46,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,150,Spectab exclosure
1980,Dipodomys,spectabilis,130,Control
1980,Dipodomys,spectabilis,142,Control
1980,Dipodomys,ordii,49,Control
1980,Dipodomys,merriami,41,Control
1980,Dipodomys,merriami,39,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,140,Control
1980,Dipodomys,merriami,45,Control
1980,Dipodomys,merriami,47,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,140,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,121,Spectab exclosure
1980,Dipodomys,spectabilis,137,Control
1980,Dipodomys,spectabilis,126,Control
1980,Dipodomys,spectabilis,116,Short-term Krat Exclosure
1980,Dipodomys,merriami,48,Rodent Exclosure
1980,Dipodomys,spectabilis,110,Control
1980,Dipodomys,spectabilis,137,Control
1980,Dipodomys,merriami,45,Control
1980,Dipodomys,merriami,49,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,120,Spectab exclosure
1980,Dipodomys,merriami,44,Spectab exclosure
1980,Dipodomys,merriami,61,Control
1980,Dipodomys,merriami,42,Rodent Exclosure
1980,Dipodomys,merriami,62,Control
1980,Dipodomys,merriami,47,Control
1980,Dipodomys,merriami,40,Control
1980,Dipodomys,merriami,40,Control
1980,Dipodomys,merriami,40,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,131,Control
1980,Dipodomys,spectabilis,149,Control
1980,Dipodomys,spectabilis,136,Control
1980,Dipodomys,ordii,52,Control
1980,Dipodomys,spectabilis,154,Spectab exclosure
1980,Dipodomys,merriami,43,Rodent Exclosure
1980,Dipodomys,spectabilis,155,Spectab exclosure
1980,Dipodomys,merriami,40,Rodent Exclosure
1980,Dipodomys,spectabilis,115,Control
1980,Dipodomys,spectabilis,121,Control
1980,Dipodomys,merriami,NA,Spectab exclosure
1980,Dipodomys,ordii,47,Control
1980,Dipodomys,merriami,52,Rodent Exclosure
1980,Dipodomys,merriami,35,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,122,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,144,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,121,Control
1980,Dipodomys,ordii,50,Spectab exclosure
1980,Dipodomys,ordii,48,Control
1980,Dipodomys,merriami,48,Short-term Krat Exclosure
1980,Dipodomys,merriami,42,Control
1980,Dipodomys,spectabilis,133,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,127,Control
1980,Dipodomys,merriami,38,Rodent Exclosure
1980,Dipodomys,merriami,39,Spectab exclosure
1980,Dipodomys,spectabilis,145,Spectab exclosure
1980,Dipodomys,ordii,50,Control
1980,Dipodomys,merriami,38,Control
1980,Dipodomys,ordii,53,Control
1980,Dipodomys,merriami,45,Control
1980,Dipodomys,spectabilis,146,Control
1980,Dipodomys,merriami,45,Long-term Krat Exclosure
1980,Dipodomys,merriami,48,Long-term Krat Exclosure
1980,Dipodomys,spectabilis,121,Control
1980,Dipodomys,merriami,39,Control
1980,Dipodomys,merriami,43,Control
1980,Dipodomys,merriami,46,Control
1980,Dipodomys,spectabilis,129,Rodent Exclosure
1980,Dipodomys,spectabilis,106,Rodent Exclosure
1980,Dipodomys,merriami,40,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,124,Short-term Krat Exclosure
1980,Dipodomys,merriami,46,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,111,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,104,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,121,Spectab exclosure
1980,Dipodomys,ordii,47,Spectab exclosure
1980,Dipodomys,merriami,40,Spectab exclosure
1980,Dipodomys,merriami,43,Spectab exclosure
1980,Dipodomys,merriami,40,Spectab exclosure
1980,Dipodomys,merriami,40,Control
1980,Dipodomys,spectabilis,127,Control
1980,Dipodomys,merriami,46,Short-term Krat Exclosure
1980,Dipodomys,merriami,49,Short-term Krat Exclosure
1980,Dipodomys,merriami,47,Control
1980,Dipodomys,merriami,38,Control
1980,Dipodomys,merriami,32,Control
1980,Dipodomys,merriami,46,Control
1980,Dipodomys,spectabilis,125,Control
1980,Dipodomys,merriami,47,Long-term Krat Exclosure
1980,Dipodomys,merriami,39,Long-term Krat Exclosure
1980,Dipodomys,merriami,40,Long-term Krat Exclosure
1980,Dipodomys,spectabilis,146,Control
1980,Dipodomys,merriami,49,Control
1980,Dipodomys,merriami,47,Control
1980,Dipodomys,merriami,48,Short-term Krat Exclosure
1980,Dipodomys,ordii,41,Short-term Krat Exclosure
1980,Dipodomys,merriami,40,Short-term Krat Exclosure
1980,Dipodomys,merriami,45,Short-term Krat Exclosure
1980,Dipodomys,merriami,46,Short-term Krat Exclosure
1980,Dipodomys,ordii,50,Short-term Krat Exclosure
1980,Dipodomys,merriami,43,Long-term Krat Exclosure
1980,Dipodomys,merriami,NA,Long-term Krat Exclosure
1980,Dipodomys,merriami,44,Long-term Krat Exclosure
1980,Dipodomys,spectabilis,131,Control
1980,Dipodomys,merriami,48,Rodent Exclosure
1980,Dipodomys,spectabilis,133,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,134,Short-term Krat Exclosure
1980,Dipodomys,spectabilis,127,Control
1980,Dipodomys,merriami,39,Control
1980,Dipodomys,merriami,51,Control
1980,Dipodomys,merriami,47,Control
1980,Dipodomys,spectabilis,138,Control
1980,Dipodomys,spectabilis,122,Spectab exclosure
1980,Dipodomys,merriami,44,Control
1980,Dipodomys,spectabilis,111,Short-term Krat Exclosure
1980,Dipodomys,merriami,45,Short-term Krat Exclosure
1980,Dipodomys,merriami,42,Control
1980,Dipodomys,spectabilis,126,Control
1980,Dipodomys,spectabilis,135,Spectab exclosure
1980,Dipodomys,merriami,46,Control
1980,Dipodomys,merriami,51,Control
1980,Dipodomys,merriami,47,Rodent Exclosure
1980,Dipodomys,spectabilis,117,Spectab exclosure
1980,Dipodomys,merriami,56,Control
1980,Dipodomys,merriami,47,Short-term Krat Exclosure
